SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
173.194.123.14,443,10.8.0.14,48288,6,3932160,29,60,1404,7394,16709420,0
10.8.8.130,51413,86.60.222.35,6881,17,0,1,139,139,139,9109504,-1
121.218.168.152,11911,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
74.125.226.38,443,10.8.0.10,37476,6,3932160,31,60,1404,10208,21580370,0
157.56.52.17,40011,10.8.0.6,40273,17,0,1,518,518,518,33947648,-1
208.117.251.116,443,10.8.8.138,56604,6,3932160,2735,60,1374,3732753,89444131,0
209.148.205.26,443,10.8.0.10,34032,6,3932160,11,60,1404,4432,26405050,0
10.8.0.6,40273,145.255.60.118,2259,17,0,1,60,60,60,3932160,-1
54.192.55.193,80,10.8.8.138,33860,6,4325376,7,66,400,804,7527277,5
98.251.71.160,16311,10.8.8.134,15685,17,4194304,4,64,64,256,4194304,2
108.160.170.38,443,10.8.8.138,43577,6,4325376,184,66,1374,40715,14501620,0
10.8.8.130,43512,207.241.236.176,80,6,4325376,1209,66,254,84885,4601342,0
140.109.49.254,7680,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.0.10,46072,173.194.123.2,443,6,4325376,50,66,775,10834,14200340,0
74.125.226.39,443,10.8.8.138,51619,6,4325376,8,66,129,591,4841472,0
207.241.228.122,80,10.8.8.130,59760,6,4325376,405,66,1374,550085,89013260,5
173.194.123.11,443,10.8.0.10,56713,6,3932160,30,60,1404,11710,25580885,0
131.202.6.26,13000,10.8.8.222,61149,6,3932160,13,60,1374,6438,32455443,2
10.8.8.130,33864,207.241.227.212,80,6,4325376,369,66,249,26945,4785548,0
10.8.8.138,40646,74.125.226.35,443,17,5177344,16,79,1392,6360,26050560,5
63.245.217.160,443,10.8.8.178,54876,6,3932160,12,60,1374,4654,25417045,0
10.8.8.246,55781,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.38,443,10.8.8.138,35958,17,10420224,9,74,1392,2789,20308878,5
10.8.8.130,47789,207.241.237.128,80,6,4325376,1607,66,296,111529,4548328,0
10.8.0.6,43623,173.194.123.103,443,6,4325376,22,66,945,3919,11674344,0
10.8.8.134,15685,189.155.147.127,64123,17,0,1,60,60,60,3932160,-1
129.98.43.99,24011,10.8.8.134,39081,6,4325376,492,66,742,42713,5689510,0
10.8.0.10,38441,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
10.8.8.130,49539,62.220.51.222,10000,17,0,1,60,60,60,3932160,-1
10.8.0.6,40273,157.56.52.48,40020,17,0,1,74,74,74,4849664,-1
10.8.8.138,58762,209.148.205.16,80,6,4325376,7,66,66,462,4325376,5
10.8.0.6,40273,157.55.235.145,40011,17,0,1,73,73,73,4784128,-1
209.148.205.41,80,10.8.8.138,57837,6,4325376,2,66,74,140,4587520,5
209.148.205.26,443,10.8.0.10,34049,6,3932160,134,60,1404,153460,75053392,6
73.209.160.18,49415,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
2.40.154.66,32384,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
128.78.14.125,26965,10.8.8.134,15685,17,4194304,8,64,64,512,4194304,2
157.55.130.162,40002,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.0.6,40273,188.76.51.188,29757,17,10551296,15,154,166,2415,10551296,6
10.8.8.130,52070,207.241.227.82,80,6,4325376,397,66,276,29306,4837778,0
173.194.123.0,443,10.8.0.10,42396,6,4325376,9,66,1404,4865,35425848,0
10.8.8.130,51413,195.240.141.169,11067,17,0,1,139,139,139,9109504,-1
10.8.0.14,56645,173.194.76.127,19305,17,10616832,3580,162,162,579960,10616832,6
10.8.8.246,56251,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,59711,207.241.228.122,80,6,4325376,312,66,366,21392,4493417,0
10.8.0.10,37560,178.255.83.1,80,6,4325376,5,66,505,777,10184294,0
10.8.8.246,63029,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,18420,157.55.130.165,443,17,0,1,60,60,60,3932160,-1
74.125.226.47,443,10.8.8.138,45269,6,4325376,8,66,129,591,4841472,0
111.221.77.147,40021,10.8.0.6,40273,17,0,1,487,487,487,31916032,-1
10.8.8.246,58826,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
67.180.224.48,35916,10.8.8.134,15685,17,4194304,4,64,64,256,4194304,2
64.4.23.153,40033,10.8.8.130,49539,17,3932160,19,60,485,3066,10575440,6
10.8.8.138,58188,74.125.226.33,443,6,4325376,4,66,74,272,4456448,5
10.8.0.10,48359,173.194.123.18,443,6,4325376,29,66,1404,5174,11692526,0
10.8.8.130,49539,81.184.232.115,26411,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,90.215.67.89,61863,17,0,1,60,60,60,3932160,-1
108.20.79.218,33345,10.8.8.134,48807,6,4325376,121,66,172,8200,4441282,6
209.148.205.41,80,10.8.8.138,57836,6,4325376,47,66,1374,52531,73248332,5
10.8.0.14,34564,173.194.123.8,443,6,4325376,31,66,352,3565,7536640,0
74.125.226.63,443,10.8.8.138,56872,6,4325376,3,66,74,206,4500138,5
10.8.0.10,0,10.8.0.6,0,1,4784128,14,73,185,1776,8313709,6
10.8.0.10,59061,173.194.76.127,19305,17,10616832,891,162,162,144342,10616832,6
10.8.8.138,59391,74.125.226.34,443,17,5373952,4,82,1392,3280,53739520,5
10.8.8.222,61153,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.14,43216,74.125.226.4,443,6,4325376,23,66,1404,6176,17597840,0
10.8.0.14,53759,216.58.219.229,443,6,4325376,19,66,1404,4242,14631774,0
173.252.79.90,50015,10.8.0.10,37169,17,7733248,2,118,146,264,8650752,6
10.8.8.130,33827,207.241.227.212,80,6,4325376,602,66,253,42293,4604176,0
74.125.207.120,443,10.8.8.130,37814,6,3932160,5,60,126,372,4875878,0
157.55.235.162,40012,10.8.0.6,40273,17,4128768,8,63,63,504,4128768,2
111.221.74.14,40030,10.8.0.6,40273,17,0,1,296,296,296,19398656,-1
10.8.8.130,51413,188.163.83.43,36965,17,8912896,3,100,139,375,8192000,4
10.8.0.10,52524,173.252.79.94,50009,17,12189696,5,86,194,838,10983833,6
173.194.67.99,443,10.8.8.178,53595,6,3932160,31,60,1374,6535,13815411,0
216.58.208.35,443,10.8.0.14,36041,6,3932160,57,60,254,5745,6605338,0
69.171.255.36,3478,10.8.0.10,53407,17,0,1,74,74,74,4849664,-1
82.165.251.100,80,10.8.0.10,44815,6,3932160,3,60,62,184,4019541,0
207.241.227.188,80,10.8.8.130,59048,6,4325376,545,66,1374,737707,88708928,5
10.8.8.138,56646,208.117.251.116,443,6,4325376,135,66,1374,10795,5240452,0
173.194.67.189,443,10.8.8.178,57926,6,4325376,3841,66,1374,872472,14886312,5
216.58.208.46,80,10.8.8.110,33072,6,4325376,15,66,845,1777,7763831,0
122.164.134.158,62899,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
208.117.251.116,443,10.8.8.138,56596,6,4325376,256,66,1374,339636,86946816,0
10.8.8.222,62521,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
131.202.240.150,46647,74.125.226.58,443,6,4325376,2,66,66,132,4325376,5
91.190.216.125,443,10.8.0.10,40283,6,3932160,4,60,66,246,4030464,0
173.194.123.22,443,10.8.0.10,33308,6,3932160,41,60,1404,9445,15097256,0
10.8.8.130,51413,101.17.33.222,1025,17,0,1,139,139,139,9109504,-1
74.125.133.16,993,10.8.8.234,51039,6,4325376,410,66,225,36832,5887370,2
75.101.155.12,21,10.8.8.138,54474,6,3932160,22,60,1374,6421,19127575,0
173.252.79.90,443,10.8.0.10,36182,6,4325376,5,66,170,518,6789529,0
64.233.184.16,465,10.8.8.110,37434,6,3932160,19,60,304,2127,7336582,0
173.194.123.5,443,10.8.0.10,33809,6,4325376,9,66,1404,4863,35411285,0
10.8.8.130,49065,207.241.226.111,6969,6,4325376,6,66,415,753,8224768,4
10.8.8.246,64790,224.0.0.252,5355,17,4194304,4,64,64,256,4194304,2
208.117.251.116,443,10.8.8.138,56552,6,4325376,2,66,66,132,4325376,5
10.8.8.134,15685,111.194.67.141,55173,17,0,1,60,60,60,3932160,-1
137.116.224.167,443,10.8.8.130,47182,6,4325376,14,66,1374,12504,58533010,5
10.8.8.246,50974,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
54.192.55.216,443,10.8.8.138,47640,6,4325376,3,66,97,229,5002581,5
10.8.8.134,15685,110.33.214.66,29279,17,0,1,60,60,60,3932160,-1
10.8.0.6,52104,74.125.226.174,443,6,4325376,22,66,287,2297,6842554,0
10.8.0.10,57414,137.116.32.77,443,6,4325376,11,66,333,1420,8460101,0
10.8.8.138,38081,23.235.46.143,443,6,4325376,5,66,74,338,4430233,5
10.8.0.10,46824,23.65.243.33,443,6,3932160,12,60,408,1391,7596714,0
82.165.251.100,80,10.8.0.10,44814,6,3932160,33,60,1404,34241,68000550,0
10.8.8.246,50089,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.10,443,10.8.0.14,47640,6,3932160,19,60,1404,6765,23334265,0
10.8.8.134,15685,108.20.79.218,33345,17,4194304,4,64,64,256,4194304,2
10.8.8.130,49539,46.130.140.47,62360,17,0,1,60,60,60,3932160,-1
10.8.8.130,59738,207.241.228.122,80,6,4325376,981,66,277,73575,4915200,0
10.8.8.134,42201,24.196.36.15,63443,6,4325376,271,66,600,96089,23237227,2
207.241.236.176,80,10.8.8.130,43535,6,3932160,1615,60,1374,2205295,89489915,5
10.8.8.130,52719,77.103.197.35,47872,6,4325376,299,66,1013,59038,12940181,0
10.8.8.246,51063,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,51748,74.125.226.69,443,6,4325376,18,66,328,1858,6764771,2
10.8.8.138,45325,74.125.226.47,443,6,4325376,16,66,583,1951,7991296,0
78.153.146.193,32693,10.8.0.10,18420,17,0,1,68,68,68,4456448,-1
74.125.226.32,443,10.8.8.138,34722,6,4325376,15,66,212,1343,5867656,5
10.8.8.234,37872,173.194.67.16,465,6,4325376,17,66,907,2933,11306887,0
10.8.8.110,37388,64.233.184.16,465,6,4325376,16,66,583,2422,9920512,0
207.241.227.212,80,10.8.8.130,33818,6,4325376,407,66,1374,551554,88812390,5
10.8.8.138,56576,208.117.251.116,443,6,4325376,2120,66,1374,160644,4966021,0
10.8.8.130,51413,181.43.85.213,44488,17,20316160,66,62,431,8454,8394565,4
10.8.8.222,61134,161.69.13.21,443,6,3932160,22,60,1026,3902,11623703,0
77.97.47.77,44903,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.134,57344,75.171.70.99,60538,6,3932160,2,60,74,134,4390912,2
10.8.8.130,33782,207.241.227.212,80,6,4325376,568,66,248,40731,4699554,0
212.161.8.36,13392,10.8.0.10,18420,17,3932160,2,60,60,120,3932160,2
207.241.228.122,80,10.8.8.130,59738,6,3932160,1616,60,1374,2205286,89434172,5
207.241.227.212,80,10.8.8.130,33877,6,4325376,808,66,1374,1102700,89438796,5
216.58.219.238,443,10.8.0.14,39988,6,3932160,20,60,1404,6433,21079654,0
10.8.8.130,56897,207.241.239.206,6969,6,4325376,6,66,418,756,8257536,4
71.59.228.102,5624,10.8.8.134,52908,6,4325376,83,66,132,5750,4540144,6
10.8.0.6,40273,157.55.235.167,40001,17,12124160,7,183,185,1287,12049261,6
54.230.52.100,443,10.8.8.138,33878,6,4325376,2,66,74,140,4587520,5
10.8.8.222,60160,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,58844,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,60535,216.58.210.1,443,6,4325376,5,66,112,453,5937561,0
173.194.123.101,443,10.8.0.10,47189,6,4325376,13,66,1404,5605,28256098,0
63.245.216.134,443,10.8.8.234,38620,6,3932160,11,60,1266,3954,23557213,0
10.8.0.10,56614,173.194.123.11,443,6,4325376,47,66,1268,8355,11650069,3
64.4.23.162,40015,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
207.241.227.188,80,10.8.8.130,59141,6,4325376,2018,66,1374,2756597,89522468,5
10.8.8.222,55795,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,43063,23.63.99.210,443,6,3932160,67,60,647,7868,7696078,0
10.8.8.130,55569,109.209.186.130,58661,6,4325376,19,66,124,1510,5208387,2
10.8.8.134,15685,121.45.207.120,42208,17,0,1,60,60,60,3932160,-1
157.55.130.154,40010,10.8.8.134,15685,17,4063232,2,62,62,124,4063232,6
209.148.205.16,80,10.8.8.138,58757,6,4325376,7,66,66,462,4325376,5
10.8.0.10,58427,173.252.79.94,50009,17,12189696,5,86,194,838,10983833,6
10.8.8.130,51413,121.190.221.170,54413,17,0,1,139,139,139,9109504,-1
213.199.179.176,40013,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.130,49539,213.199.179.142,40021,17,0,1,64,64,64,4194304,-1
69.171.255.36,3478,10.8.0.10,38429,17,0,1,74,74,74,4849664,-1
82.221.103.244,6881,10.8.8.130,51413,17,0,1,530,530,530,34734080,-1
10.8.8.130,49539,213.199.179.141,40016,17,4194304,3,64,64,192,4194304,6
10.8.8.130,49539,111.221.77.169,443,17,0,1,60,60,60,3932160,-1
216.58.219.229,443,10.8.0.14,53765,6,3932160,18,60,1159,2936,10689649,0
10.8.8.130,59732,207.241.228.122,80,6,4325376,332,66,277,25654,5064037,0
23.192.162.186,443,10.8.8.178,46890,6,4325376,28,66,1374,7892,18471789,0
207.241.236.176,80,10.8.8.130,43484,6,3932160,1617,60,1374,2205373,89382390,5
86.60.222.35,6881,10.8.8.130,51413,17,0,1,342,342,342,22413312,-1
10.8.8.130,49539,78.56.120.78,62980,17,0,1,60,60,60,3932160,-1
10.8.8.130,51413,177.32.19.111,33619,17,0,1,139,139,139,9109504,-1
10.8.8.138,54309,74.125.226.69,443,17,5177344,8,79,1392,2744,22478848,5
10.8.8.246,55229,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,33092,209.148.205.25,80,6,4325376,4,66,74,272,4456448,5
10.8.8.178,15685,64.4.23.162,40019,17,11862016,6,177,182,1083,11829248,1
222.133.78.58,0,10.8.8.130,0,1,4587520,3,70,70,210,4587520,4
10.8.8.138,41299,209.148.205.32,80,6,4325376,8,66,66,528,4325376,5
10.8.8.138,54113,74.125.226.35,443,6,4325376,16,66,583,1951,7991296,0
113.159.167.150,48591,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
204.236.238.164,1768,10.8.8.138,59113,6,4325376,113,66,1374,11692,6780946,5
10.8.0.10,52524,10.8.0.14,48720,17,9043968,7,138,138,966,9043968,6
10.8.8.130,49539,46.98.214.77,12898,17,0,1,60,60,60,3932160,-1
64.4.23.159,40031,10.8.8.134,15685,17,0,1,524,524,524,34340864,-1
10.8.0.10,34709,173.194.123.4,80,6,4325376,4,66,74,272,4456448,5
10.8.0.6,40273,157.55.130.152,40018,17,11927552,11,180,182,1991,11862016,6
50.191.240.90,3845,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.6,40273,213.199.179.145,40026,17,0,1,75,75,75,4915200,-1
207.241.224.2,443,10.8.8.130,51279,6,3932160,44,60,1374,44574,66390946,5
207.241.226.111,6969,10.8.8.130,49151,6,4325376,5,66,249,521,6828851,4
10.8.8.246,58961,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.5,443,10.8.0.14,37201,6,3932160,22,60,1404,6496,19350993,0
10.8.8.138,56384,74.125.226.46,443,17,5177344,34,79,1392,21689,41806185,5
10.8.8.138,43719,74.125.226.68,443,6,4325376,4,66,74,272,4456448,5
10.8.8.246,56218,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.55.130.150,40022,10.8.0.6,40273,17,6946816,19,60,106,1878,6477716,6
207.241.227.82,80,10.8.8.130,52100,6,3932160,2737,60,1374,3741048,89577391,5
74.125.226.21,443,10.8.0.14,44112,6,3932160,13,60,215,1193,6014188,0
10.8.8.222,60909,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
216.58.210.46,443,10.8.8.178,39759,6,4325376,14,66,517,1812,8482230,0
207.241.227.212,80,10.8.8.130,33800,6,4325376,406,66,1374,551432,89011447,5
74.125.226.68,443,10.8.8.138,43719,6,4325376,2,66,74,140,4587520,5
10.8.8.110,39921,93.184.220.29,80,6,4325376,10,66,503,1979,12969574,0
216.58.208.37,443,10.8.8.178,51941,6,3932160,19,60,1228,3067,10578890,0
10.8.0.10,56679,173.194.123.11,443,6,3932160,10,60,192,878,5754060,0
10.8.8.246,60804,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
122.164.153.247,25890,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.246,57697,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,56622,208.117.251.116,443,6,4325376,6003,66,1374,439078,4793505,0
182.185.251.221,12033,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.6,40273,111.221.77.156,40031,17,0,1,79,79,79,5177344,-1
10.8.0.10,45975,173.194.123.2,443,6,3932160,11,60,265,1163,6928942,0
10.8.8.130,49539,31.134.249.45,18486,17,0,1,60,60,60,3932160,-1
64.233.178.94,80,10.8.0.6,55203,6,4325376,7,66,66,462,4325376,5
74.125.226.55,443,10.8.8.138,44880,6,4325376,5,66,129,393,5151129,5
10.8.8.246,61445,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
90.156.117.179,12548,10.8.8.130,51413,17,0,1,112,112,112,7340032,-1
187.35.99.143,61133,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.10,37631,72.21.91.29,80,6,4325376,4,66,505,711,11649024,0
173.194.123.31,443,10.8.0.10,37281,6,4325376,9,66,1404,4865,35425848,0
10.8.8.222,50398,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
98.215.152.45,36562,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
209.148.205.16,80,10.8.8.138,58746,6,4325376,3,66,66,198,4325376,5
23.52.152.64,443,10.8.8.138,51245,6,4325376,4,66,119,317,5193728,5
216.58.219.227,443,10.8.0.10,54668,6,4325376,22,60,1404,8279,24662388,0
10.8.8.138,57111,198.41.30.199,80,6,4325376,7,66,334,1001,9371648,5
95.211.100.159,6881,10.8.8.130,51413,17,20905984,3,319,336,991,21648725,4
176.116.56.122,6037,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
24.121.103.220,0,10.8.8.134,0,1,0,1,102,102,102,6684672,-1
10.8.8.130,52073,207.241.227.82,80,6,4325376,1167,66,277,83252,4675238,0
10.8.8.246,56981,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,37934,74.125.226.39,443,17,5177344,2,79,1392,1471,48201728,5
10.8.0.10,18420,157.55.130.175,40015,17,0,1,64,64,64,4194304,-1
10.8.8.138,51481,74.125.226.32,443,17,5767168,12,78,1392,8685,47431680,5
64.4.23.146,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
173.194.123.15,443,10.8.0.10,35335,6,4325376,10,66,1404,4929,32302694,0
10.8.0.6,40273,111.221.77.149,40016,17,0,1,74,74,74,4849664,-1
131.202.240.150,46431,216.58.219.195,443,6,4325376,2,66,66,132,4325376,5
10.8.8.138,57839,209.148.205.41,80,6,4325376,4,66,74,272,4456448,5
173.194.123.9,443,10.8.0.6,41234,6,4325376,34,66,1404,9253,17835429,0
173.252.79.90,443,10.8.0.10,60243,6,4325376,5,66,170,518,6789529,0
10.8.8.222,60325,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,50116,91.190.216.125,443,6,3932160,3,60,74,194,4237994,0
10.8.8.138,47092,23.52.153.2,443,6,3932160,9,60,66,582,4237994,5
10.8.0.6,40273,157.56.52.16,40022,17,0,1,76,76,76,4980736,-1
10.8.8.222,64542,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,34040,209.148.205.26,443,6,3932160,60,60,617,7293,7965900,3
199.16.156.201,443,10.8.0.6,35990,6,4325376,23,66,111,1635,4658754,2
10.8.8.222,58502,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,117.143.130.67,22680,17,0,1,60,60,60,3932160,-1
207.241.227.212,80,10.8.8.130,33844,6,4325376,406,66,1374,551486,89020163,5
91.190.218.125,12350,10.8.8.178,55623,6,3932160,50,60,175,3785,4961075,6
10.8.0.10,18420,212.161.8.36,13392,17,59375616,2,430,906,1336,43778048,6
10.8.0.14,58690,216.58.219.225,443,6,4325376,17,66,417,2114,8149594,0
10.8.8.130,49539,213.199.179.148,443,17,0,1,60,60,60,3932160,-1
10.8.8.234,56292,93.184.220.29,80,6,4325376,10,66,503,1979,12969574,0
10.8.8.222,49556,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,40715,173.194.116.95,443,6,4325376,20,66,321,2545,8339456,0
205.188.12.43,443,10.8.8.130,44917,6,33161216,543,60,538,99946,12062727,6
216.58.210.46,443,10.8.8.178,39775,6,4325376,13,66,1374,5155,25987544,5
10.8.8.246,64886,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,106.159.199.206,13681,17,0,1,60,60,60,3932160,-1
10.8.0.10,55060,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
10.8.8.134,15685,111.221.77.154,40007,17,4194304,121,64,64,7744,4194304,2
23.9.123.27,80,10.8.8.138,46318,6,4325376,3,66,66,198,4325376,5
10.8.0.10,37781,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
10.8.8.130,43463,207.241.236.176,80,6,4325376,1301,66,255,93410,4705394,0
74.125.226.33,443,10.8.8.138,58882,6,4325376,16,66,216,1413,5787648,5
10.8.8.130,49539,217.245.116.151,45152,17,0,1,60,60,60,3932160,-1
208.117.251.116,443,10.8.8.138,56630,6,4325376,5,66,203,475,6225920,5
10.8.8.138,56568,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.8.222,64137,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,56564,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
10.8.0.10,33902,173.194.123.5,443,6,4325376,13,66,269,1336,6735084,0
10.8.8.178,38382,88.221.14.104,443,6,3932160,26,60,670,2960,7461021,0
216.58.208.37,443,10.8.8.178,51944,6,3932160,19,60,1202,3041,10489209,0
173.194.123.15,443,10.8.0.10,35346,6,4325376,9,66,1404,4863,35411285,0
10.8.8.138,37961,74.125.226.46,443,6,4325376,26,66,924,3727,9394333,0
10.8.8.138,46117,74.125.226.38,443,17,5177344,16,79,1392,6357,26038272,5
10.8.0.6,40273,64.4.23.160,40010,17,0,1,76,76,76,4980736,-1
10.8.8.130,42754,131.130.27.211,443,6,0,1,74,74,74,4849664,-1
10.8.8.134,15685,68.224.106.140,24222,17,4194304,4,64,64,256,4194304,2
10.8.0.10,34049,209.148.205.26,443,6,3932160,91,60,630,7919,5703072,0
98.251.71.160,16311,10.8.8.134,51882,6,3932160,153,60,165,10289,4407188,6
207.241.236.176,80,10.8.8.130,43493,6,4325376,406,66,1374,551461,89016128,5
10.8.0.6,40273,213.199.179.145,40009,17,0,1,77,77,77,5046272,-1
10.8.8.178,15685,111.221.74.41,40029,17,4980736,2,76,76,152,4980736,6
173.194.123.24,443,10.8.0.10,57125,6,4325376,9,66,1404,4864,35418567,0
10.8.8.138,47640,54.192.55.216,443,6,4325376,3,66,66,198,4325376,5
183.89.129.143,42326,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.130,42935,131.253.61.84,443,6,3932160,16,60,379,1849,7573504,0
10.8.8.246,56739,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.69,443,10.8.8.138,52515,6,4325376,15,66,216,1347,5885132,5
111.221.77.159,40005,10.8.0.10,18420,17,4128768,5,60,1326,1622,21259878,6
74.125.226.3,443,10.8.0.14,39315,6,3932160,6,60,126,438,4784128,0
208.117.251.116,443,10.8.8.138,56639,6,4325376,1070,66,1374,1458190,89312093,0
118.232.119.63,50496,10.8.8.130,49539,17,4456448,5,68,68,340,4456448,2
173.252.79.90,3478,10.8.0.10,42683,6,4325376,5,66,170,518,6789529,0
10.8.8.138,50048,74.125.226.39,443,17,5570560,5,79,1392,3086,40448819,5
24.36.174.173,47044,10.8.8.134,58157,6,4325376,23,66,133,1695,4829718,6
10.8.8.222,58783,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,42887,141.219.235.176,60830,6,4325376,258,66,1090,18840,4785652,0
10.8.8.246,54893,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
130.88.8.60,56289,10.8.8.130,42490,6,4325376,2629,66,1374,604594,15071385,0
112.161.75.103,37175,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.178,54269,134.170.25.26,443,6,5111808,449,66,1374,171641,25052705,0
10.8.0.14,34665,173.194.123.8,443,6,4325376,44,66,1404,14888,22174999,0
195.67.188.88,57629,10.8.8.130,51413,17,0,1,387,387,387,25362432,-1
10.8.8.138,48455,74.121.139.19,443,6,3932160,6,60,60,360,3932160,5
208.117.251.116,443,10.8.8.138,56616,6,4325376,5,66,203,475,6225920,5
10.8.8.246,59195,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,62164,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
151.63.12.247,56515,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
207.241.236.176,80,10.8.8.130,43501,6,3932160,2019,60,1374,2756608,89478485,5
173.194.126.24,443,10.8.8.130,48153,6,3932160,17,60,1374,5469,21083316,5
64.233.184.16,465,10.8.8.110,37416,6,3932160,20,60,304,2193,7186022,0
10.8.8.138,54454,74.125.226.56,443,17,5373952,4,79,1392,1924,31522816,5
10.8.0.6,40273,157.55.130.150,40022,17,12910592,19,188,508,4365,15056033,6
10.8.8.234,37859,173.194.67.16,465,6,4325376,16,66,910,2838,11624448,0
10.8.0.10,59600,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
10.8.8.246,55315,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,33876,207.241.227.212,80,6,4325376,279,66,249,19580,4599264,0
173.194.123.23,443,10.8.0.10,44872,6,4325376,9,66,1404,4865,35425848,0
10.8.8.130,49539,213.199.179.142,443,17,0,1,60,60,60,3932160,-1
